tweet,label,label_type
nonton film gimana bang kan apple movie tu kata full layar kanan kiri kok ngga dicobain,neg,0
kalo kamera harus lah buat fitur prediksi masa depan beberapa detikcuma khayal,neg,0
bentuk jelek kacamata gede gitu,neg,0
dan telah udh lumrah kalian gabkl pegang hp dlm genggamn hp ada dlm diri kalian ibarat kalian listrik,neg,0
rekomendasi laptop jt an buat sekolah game baik dong kak,pos,1
bayangin main basket aplikasi basket ar kalo dah contoh gampang nya aja ngasih visualisasi musti nge lempar bola sudut miring kek mana contoh laen prediksi mana bola bakal mantul stelah lempar kapan mungkin taun lagi,neg,0
iqbal hadir,neg,0
cocok buat motovlog,pos,1
gadget canggih sekarang makin jos pake angkt,pos,1
coba bang test apple vision pro rumah sakit,neg,0
bg nonton youtube donk,neg,0
sedang tunggu vr kecil kacamata,neg,0
gak cocok bang mending kirim pro alamat sya,pos,1
bisa buat vc kah,pos,1
kok aku pusing yah ngeliat kamera vision pro nya kalau layar vision pro nya ga diliatin biasa aja kepala jadi ga puas liat video review nya nih aaarrgghh,neg,0
apa dipake buat nge glowing in muka orang kyk filter gitu,neg,0
sama bro wkwk,pos,1
harus minimal sih gede buat oake hari hari jadi kliatan aneh,neg,0
dan tahu si kevin wkwk,neg,0
pusing nontonnya,neg,0
coba main game mmorpg mungkin macam anime shangrila frontier ni,pos,1
apple vision pro bikin penasaran teknologi baru angkt,neg,0
malah bahas liverpool fans chelsea sedih nieee,neg,0
berapa ms delay otak bang,neg,0
nanti mah ada developer yang buat simulasi game yang bantu kita untuk paham ilmu tangan kayak gambar gimana saat situasi darurat pergi bum gimana cara ngelas pesawat antariksa inti simulasi kerja aku kurang tau gimana cara deskripsiinnya tapi aku catat aja tiba pikir mungkin aja nanti jadi di rl nanti,neg,0
bentar lg mirip film walle,neg,0
ini baru pake akun apple id amerika log inya,neg,0
naik gaji iqbal kameramen rangkap jadi kang kurir,neg,0
kalok dipakek kendara bahaya sih,neg,0
apa hubung bgsd nih orang kagak jelas bet dah boikat boikot boikat boikot ujung nya beli nih mindset orang kismin hadehh,neg,0
hadir,neg,0
gercep,neg,0
angkt udah liat sample foto apple vision pro belum,pos,1
mkin asyik ma dunia maya mah sihbersosialisasi kurang paastimakin individualisme nanti,neg,0
agak lihat gila dikit gapapa bang,neg,0
gak telepon soal travel mode benar airplane mode travel mode is designed solely for passenger use on an airplane in some situations apple vision pro may prompt you to turn it on,neg,0
bang coba mainin ganshin,neg,0
angkt apple vision pro ajaib teknologi modern,pos,1
inti sih ngeliat pake mata lbih bgus udh kasih tuhan bagus kok,neg,0
bg unboxing infinix hot,neg,0
jangan tepis bang jatoh,neg,0
angkt jadi andal kembang gadget masa kini,pos,1
dalam diluarorg gila jir,neg,0
kalau pas lempar bola terang cepat lempar gg parah sih,neg,0
hati hati bang buat mata banyak vision apple returns nyata masalah sehat,neg,0
ada yg suku rekomendasi kan beli yg nonton aja biar ga tinggal,neg,0
mantapp,neg,0
main honkai pake stik ps,neg,0
cocok buat bikin konten pov,pos,1
klw generasi lanjut buat orang bukan main catit main kartu yugioh terus muncul gambar monster terus gerak keren tuh,pos,1
kadang geter mungkin busa msh gk pas lensa yg mata kanan kiri kurang pas,neg,0
lion parcel,neg,0
nunggu versi lite nyah yg harga,pos,1
kalo usaha sih keren lah apple,pos,1
woii bang riview realme proplus lah,neg,0
arianayoncecarterswiftcarey tuhan yg tau apa teknologi tak pernah bs hilang fitrah sejati manusia bagai mahluk sosial,pos,1
jadi pikir dimensi bagaimana lihat apple vision lebih nyata cuma teori gila yahhh,neg,0
sindrom vision pro ngambil minum asa virtual,neg,0
kalo mau d gamenya yg suport baru aplikasi lah dikit gk untung gk nutup biaya d server mungkin tahun kalo emang teknologi d lanjut mungkin lebih cepat lambat gantung siapa yg mau buat duluan,neg,0
tapi ngk makan super pedas apple visionnya hujan,neg,0
top trending rabu jumat wib kamis sabtu wib,pos,1
malah salfok menit pas bilang ah kayak gin,neg,0
klo yg buat xiaomi pas fokus tiba pop up iklan shoope cod shoope cod lalalalalalala,pos,1
munculin cewek jepang ama kakek sugiono bang mungkin lebih asik sih,pos,1
kok tumbnile nya resah,neg,0
rndr,neg,0
bang bikin rekomendasi tablet dasar harga dong channel tp ken dr gadget in bingung nih rencana utk beli tablet buat kerja gaming,pos,1
untuk guna kacamata gmna bang feel liat nya,pos,1
name,neg,0
ingat generasi selalu tinggal jaman beberapa belasanpuluhan tahun depan,neg,0
unggul apple vision pro benarbenar pukau angkt,pos,1
kata banyak guna apple vision barang sebut keluh sakit mata apakah benar,neg,0
coba bahas batrenya tahan lama gk,neg,0
bang david kalau buat pakai kacamata gimana review dong,neg,0
bang efek samping gak bang,neg,0
waduh udah ada fitur waifu d nya blum,pos,1
seperti game pokemon go sama yugioh jaman dulutapi beda main sensor,neg,0
mantap,pos,1
mungkin timbang kalau nelpon perhati orang biasa fokus lawan bicara bedain yg nyetir ga takut orang nelpon nyetir,neg,0
lucu banget liar kamera men nya semangat sehat terus bang,pos,1
bisa jadi sharinggan gk tuh,neg,0
smoth iklanya lion parcel hahaha,neg,0
hap x bang,neg,0
halo bang,pos,1
buat main game mmorpg kaya seru,pos,1
klo pake kyk gitu tiba copet gak rasa tampak meski barang mahal tp tingkat gengsi jd orang kaya lihat main anakanak apa mungkin krn jarang yg tau fiturnya,neg,0
tinggal pake sandevistan doang ntar,neg,0
salfok kamera buar record pegang bang iqbal kamera apa ya,neg,0
baru generasi pertama bro tunggu aja dulu kembang,neg,0
mungkin beberapa tahun dunia bener bener kaya di ready player one,pos,1
cocok buat ngabuburit puasa nihauto beli ah,neg,0
keren ecosistem ios,pos,1
buat punya duit aja,pos,1
angkt apple vision pro jawab cinta fotografi,neg,0
gua baru tau nyata mata lihat layar panel vision pro bukan transparan beda dgn google glass yg emang lebih leluasa emang masing da plus minus vision pro kamera depan rusak mata gak lihat ruang depan lihat aplikasi sebab rusak kamera depan sedang google glass rusak gak rusak tetep leluasa lihat alam kapan,neg,0
kesi mana muda,neg,0
enak nih nonton,pos,1
bang dong rekomendasi redmi note budget under juta bang,pos,1
kayak pake kacamata selammtuh,neg,0
angkt rasa kecewa teknologi gadget macam itu,neg,0
masih nunggu apple visionnya evolusi jadi lensa kek di drama memories of alhambra,neg,0
bisa buat main zeus gak bang,pos,1
orang cepat absen dongg,neg,0
anjrit kirain paket beneran naek unit apartemen sedikit pea sih keren jg si bro david,pos,1
bisa ga jadi alat ganti mata nih alat,neg,0
ngakak gw,neg,0
angkt jadi bahan bicara seru soal gadget,neg,0
bang coba nya jangan mall jakarta coba mall cirebon gitu,neg,0
main rafatar cipung,neg,0
bandingin sama quest bang,pos,1
gadget canggih makin efisien angkt,pos,1
bisa nonton video icikiwir di tempat umum,neg,0
buat tutup mata ngelas bisa kaya y banggk kan silau,neg,0
angkt nyobain apple vision pro bikin penasaran hasil,neg,0
telah tonton video fix next gen aja dah beli nya kalo ginjal dah laku,neg,0
apakah pikir sama wahai para kaum laki,pos,1
lebih lucu pas lihat sana wkwkwk,pos,1
thumbnail lw makin kesini makin kesana bang wkwkwk,pos,1
kayak d masa depan bentuk bakal lebih mirip kacamata,pos,1
awal mula real game kartu yugi nih,pos,1
apa pengaruh sehat matabila pakai jangka waktu lama ya,pos,1
masih generasi satu kata pengembangny bakal sempurna generasi tiga,neg,0
liat tumbnail kasihan ketawa,pos,1
salut sama david sopan banget sama mas kasir mankok ku nya,pos,1
pake outdoor cuman tanya malu ga banh,neg,0
julio kalau tembus pandang ga bagus untuk pakai outdoor karena pasti bakal kalah sama cahaya matahari,pos,1
saya ngerasanya kok pusing pake kamera apple vision nya,neg,0
tinggal nunggu samsung xiaomi dkk harga jangkau wkwk,pos,1
main pubg di hp lama jam mata rasa capek lihat lumayan burem di vision pro gitu juga nggak bang atau nggak ngaruh ke lihat,neg,0
pertama,neg,0
kalau ledak gimana yaaa,neg,0
lebih seru internet jaman an awal,neg,0
asa kek era cyberpunk bejir,pos,1
itu kalo org tau terus pencet gerakin ikut respon kaga yaa apple vis nya,neg,0
apple vision pro kurang tahan hadap air angkt,neg,0
sering sering konten vision pro,pos,1
kk orang aneh,neg,0
kalo buat buka paket yg perlu video unboxing enak gak perlu nyari bantu pegang hp nyari tripot,pos,1
bang david review hp realme pro g nungguin nih,neg,0
gk tarik sma sekali,pos,1
kurang masker bang,neg,0
btw kemarin youtuber yg coba pake apple vision pro waktu naik mobil dua org tsb mual motion sickness,neg,0
angkt penasaran sama mampu apple vision pro lowlight,neg,0
klo g liat yg bang david liat kyak liat odgj yg biasa ngobrol sendribertingkah aneh mungkin mreka liat apa yg g lihat,pos,1
bang coba hp tecno pova pro g,pos,1
orang yg hindarin absen sipaling cepat,neg,0
angkt apple vision pro punya koneksi internet cepat,pos,1
ikbal jadi kurir,neg,0
jadi penasaran nih coba dong bang cubit y pake tangan orang jadi belakang abang trus cubit y pake tangan gak,neg,0
bang udh dapet relame cepet riview bang,pos,1
makenya malu bang pake di tempat umum,neg,0
jam rb kahh,neg,0
waduh bahan meme baru nih,neg,0
nunggu support windowds terus pakek main game dah mantep polll,pos,1
si iqbal rangkap jadi kurir lion parcel takut tau sama netizen,neg,0
buset dah bang,neg,0
maen papji keren ini,pos,1
viewing nya d stereoscopic resolusi berapa,pos,1
coba kolab sama niantic main pokemon go seru sih liat orang duel nya lapang,pos,1
tinggal nunggu orang gila yg bakal bikin waifu jadi nyata,neg,0
p giveaway,neg,0
keren bang,pos,1
apakah soa hadir dunia,neg,0
wah bang david trnyata pintar nulis huruf kanji jga coretanya bagus kanji suka,pos,1
angkt jadi batu loncat baru gadget,neg,0
buat game master duel ga ya,pos,1
bang kalau pairing stick controller apa lumayan main game enggak duduk hehehe,neg,0
cobain pokemon go bang,neg,0
nonton orang gabut,neg,0
kok ngak coba mode cuaca panas hujan kan keren bangat tuh panas tiba turun hujan pake mode vr,pos,1
like,neg,0
bang mau tanya apa pakai jangka panjang ngefek mata minus apa gitu soal kan video jelas kalo lihat vision pro pudar se jelas mata kita,neg,0
hasil gadget canggih tak lepas angkt,pos,1
angkt gak suka sama teknologi gadget nggak guna,pos,1
jalan ama waifu bukan batas halu sih harus,neg,0
teknologi apple gaada obat,neg,0
cuman gw rada khawatir kalo pas dipake kampung yg liat ntar nyangkanya gw gimana gituh,neg,0
bikin mata jadi minus gak sih kan deket banget tuh layar mata,neg,0
apa coba,neg,0
thumbnailnya kaya high,neg,0
uwu uwu uwu,neg,0
angkt peduli sama gadget siasia,pos,1
gw liat pake vision pro,pos,1
pokemon go ramai kembali,neg,0
ready player one,pos,1
coba review smartwatch g pro kakcara pasang nomor imeinyamks,pos,1
emang paling oke sih so far lion parcel murah juga,pos,1
bisa vc nggk,neg,0
bang david lama masa depan,neg,0
nunggu google glas augmented reality lebih elegan,pos,1
banh tecno pova pro kapan review chennel udah review tuh,neg,0
bayangin lo main oerangan tembak sama temen lo pake itu,neg,0
main ball pool tiga pakai vision pro asik sih,pos,1
nunggu produk xiaomi aja rilis hhee,pos,1
kalau pakai vr pusing kalau pakai pusing kalau pakai berjamjam mau beli soal kalo gak pusing,neg,0
yang tau harga hp vivo ys brpa info dng harga nya baru sekarang,neg,0
gw kira pakai liat makhluk goib dunia tak kasat mata,pos,1
mari tunggu kabar baru huawei xiaomi kawankawan,pos,1
bang nyoba vr chat pang,pos,1
mungkin thn depan bentuk bakal kayak helm wkkwkwk,neg,0
main game pokemon go bang,pos,1
angkt males banget lihat gadget guna,pos,1
uda gede lo padahal,neg,0
bilang bagus jadi buka aplikasi ga compatible sama si vision pro ga si,pos,1
masih nunggu bang david review meta quest yg gk mahal apple vision pro,pos,1
nanti mungkin d sambungin macam kontak lens gitujd gk perlu kaca mata seemless gk perlu tangkap cam gitu,neg,0
sore bang,neg,0
di tahun datang ukur bakal kecil mgkn ukur kacamata biasa kyk punyae tony stark,neg,0
dunia makin lama ga usah sentuh cukup sentuh virtual udah bisa,neg,0
ini kalo dipake lama lama apa bakal ngerubah bikin tulang kepala tulang tengkorak ubah kah,neg,0
thumbnail gambar gelandang di,neg,0
coment ke,neg,0
bang coba bang nonton cewek seksi,neg,0
augment reality is coming,neg,0
di cafe orang pada bingung tuh sama laku bang david wkwkw,neg,0
bang kata apple vision nimbang timbang,neg,0
coba pake pov org tiga yg lg liatin org pake vision pro ngakak sih liat tangan org gerak dah kyak mau ngeluarin ninjutsu,pos,1
arti biat nyontek harga nya mahal,neg,0
main pokemon go seru si wkwk,neg,0
kurir lion parcel nya ekbal bjir,neg,0
klo game pokemon udh support gokil si ini,pos,1
nonton,neg,0
awas dengan sehat mata,pos,1
angkt bikin gadget canggih makin mantap bro,pos,1
angkt males banget lihat gadget siasia,neg,0
angkt apple vision pro mudah bagi foto,pos,1
di indo udah ada tukang soto ayam tuh bang david yg pake buat dagang nya,neg,0
bg david coba main ml apple vision pro,pos,1
abis ngestuck gak log out,neg,0
ketika lupa muka bang david,neg,0
itu kyknya ikbal deh jadi kurir,neg,0
kalo model mirip kacamata lebih enak pandang sih,pos,1
p,neg,0
pandang vision pro cuma kotak sesuai yg video gk luas pandang mata asli kah,pos,1
kirain buat google maps biar navigasi d gitu,neg,0
apple vision pro berapa bagus fitur stabilisasi angkt,pos,1
dan lebih keri semua obesitas,neg,0
new meme unlock davit kacamata,neg,0
david pake hp penasaran,neg,0
lebih enak lg kalo belakang camera lagibisa liat belakang nengokgood,pos,1
apple vision pro cepat proses cukup lambat angkt,neg,0
salut sama bang iqbal fokus liat orang kek gitu,pos,1
bisa main mlbb kak,neg,0
suaraya nge dengung idung teken kle,neg,0
bagi unggul utama apple vision adalah buat main gadget makan goreng perlu khawatir gadget kena minyak goreng,neg,0
btwketahanan baterai nya gimana bang,neg,0
lama lama kayak orabg gila bang wkwkw,neg,0
kpn nih unboxsing redmi a,neg,0
ngebayangin nonton f di vision pro pasti asik,pos,1
awal vision pro bentuk besar gin yakin nih makin kembang teknologi bentuk vision pro bakal lebih tepis kayak kacamata ya,pos,1
apa cuma gw yg pusing nontonnya,neg,0
coba saing yg murah bang visor cuma dollar bang rame luar,neg,0
sangat futuristik tahun depan makin gokil sih,neg,0
tahun lagi mungkin cucu cucu kita bakal bilang teknologi dulu gede banget yah nggak praktis kotak gede jam itu apple vision pro udah gede kaca mata biasa,neg,0
x tonton jam lalu x tonton mar,neg,0
buat ojek liat map enak nih,pos,1
orang gc,neg,0
redmi note bang,neg,0
maen pokemon go pake apple vision kyknya super mantab tuh deck card yugi mungkin jd game plaing favorit,pos,1
yang nunggu komenan nexcarlos,neg,0
kakek kakek tetangga boboboy heh zaman dah ubah,pos,1
kalau pake game pokemon go gimna bang jadi,neg,0
mantap kek main pokemon go,pos,1
angkt nyobain apple vision pro bikin penasaran hasil,neg,0
bisa main ml gk bang,neg,0
first,neg,0
tinggal sitok ucap situ bahasa daerah nyala,neg,0
gadget canggih sekarang makin keren pake angkt,pos,1
fyi apple pikir inovasi sejak jaman steve jobs baru pasar sekarang,pos,1
keren,pos,1
yakin bulan made china ngeluarin baru lebih cihui os android hehee,pos,1
apa gak bahaya sama mata kalau pakai terlalu lama,neg,0
mantap jiwa,pos,1
kapan kayak sao,neg,0
asli kya org gila,neg,0
gokill emang apple,neg,0
gg,neg,0
makin canggih udah sperti kacamata aja jadi gak usah megang hp alhi yg tuju like biar up,neg,0
bayangin main yugioh wujud,pos,1
bang david sini bahagia banget ngakak pas bang ikbal nyubit di zoom,pos,1
bang jangan sampe anggap orang aneh ya,pos,1
coba bayangin apple vision pro depan bukan gede contact lens jd ingat drakor memories of alhambra,neg,0
langsung keinget slf,pos,1
coba bang nonton bioskop pakai vision pro lumayan buat orang gblk workaholic nonton fomo,neg,0
hampir jadi orang gila kira sama orang awam,neg,0
mau nanyasebenernya kalo beda ram seri hp sama pengaruh spek sih,pos,1
sam pilgrim udah pake buat downhill wkwkw,pos,1
banggimana mata telah pakai apple vision pro kendala pandang adaptasi pandang mata asli,pos,1
google glass udah bikin gak hebat apple ini,neg,0
pas cafe kek org salfok deh bawa mac langsung tertandingin kwkwkwkwkwk,pos,1
ikbal jd kang pakeett,neg,0
telat menit,neg,0
itu kalo pake game castual bagus kayak nyamisal clas of clans gitu,neg,0
buat nonton anime enak tuh,pos,1
moga kita semua selalu dalam ada sehat selalu dan banyak rezeki,pos,1
dari sebut vr padahal asli ar,neg,0
tetep menang apple vision sih soal hololens lir vs vision pro ya jelas nan yang,neg,0
bang review tecno pova pro bang hehe makasih,pos,1
mixed reality,neg,0
banh tecno pova pro kapan review chennel udah review tuh,neg,0
thn depan jadi hal yang lumrah,neg,0
cape bgt lihat,neg,0
tony stark technology is coming,neg,0
bang coba review kacamata ar vr job,pos,1
kemeranya zoom ga bang,neg,0
kok perut asa mual gitu ya,pos,1
apple vision pro kayak cocok buat fotografi profesional angkt,neg,0
moga gen nya rubah lihat sesuai apa yg mau misal lihat dunia kaya anime jadi orang lihat ubah jadi waifu daj husbu ahdbwoabdowa,pos,1
gyatt,neg,0
pake serasa alam goib,pos,1
org pertama absenn,neg,0
seperti ny main pokemon go guna vr aple inj asik sih,pos,1
salfok sama harga menu mangkok ga ngotak porsi makan k kalau porsi jumbo oke lah porsi makan satu aja ga kenyang bang inget dulu awal gojek promo mangkok total beli k cuma bayar k,pos,1
gadget ny mirip bgt di kartun the simpson apa ide ny dari situ ya,neg,0
aku second choice bg,pos,1
mana beraktifitas pake avp klo batrenya tiap jam kudu charge,neg,0
bg david dong review main game online ga contoh mobile legend free fire pubg dll,pos,1
ar augmented reality,neg,0
mantap,pos,1
ini gagdet yg bikin orang jadi gila bahaya sekali gadget ini,neg,0
kak orang yg pake kaca mata pakai gak kacamata vision pro,neg,0
apple vision pro beri alam fotografi tak lupa angkt,neg,0
wow pertama,neg,0
pertanyaanya pakai berjamjam capek apa ndak,neg,0
wajib pin,neg,0
jadi inget pokemon go,neg,0
bang coba request layar apple nya seperti yang lihat vidio viral ada di gedung tinggi yang bikin kaget jadi penasaran,neg,0
berapa fps bang,neg,0
wah baru tahu kalo david wong palembang jugo,neg,0
ragnaroxkeren dong klo android ada,pos,1
wah kalau main kartu yugi pakai kartu fisik pop up monster vision pro seru banget hahah kaya yugioh animenya,pos,1
apple vision pro bawa kreativitas tingkat ikut angkt,neg,0
hehe,neg,0
coba bang review laptop baru lenovo yg transparan,pos,1
bang bahas meta quest mana x lebih murah si apple vision pro,pos,1
gadget canggih sekarang makin kece angkt,pos,1
moga next apple vision pro lebih mirip kayak kacamata renang sih lebih efisien minimal,neg,0
gimana jadi kalau di pake buat videocall,neg,0
kalau gabung sama chip neuralink sih kacau ga pake tangan ngatur nya cukup pake pikir,neg,0
bikin jadi gila ga sii,neg,0
miqbal nyambi kang paket,pos,1
satu bro,pos,1
notif video baru nex carlos,neg,0
kerennjir,pos,1
maen hp mobil aja udah mau muntah ini,pos,1
kepala pusing nonton,neg,0
gila gila gila,neg,0
pernah gk c bang david pikir klo pke gtuan data liat jg sma sistem mereka,neg,0
karena tampil baguskalau buat nonton bokep pasti lebih enak ni,pos,1
ingat yg ngumpulin cuman buat nonton film yaaaasudahlah jangan coba luar rumah,pos,1
angkt ken tau banget fiturfitur unggul apple vision pro,neg,0
angkt apple vision pro punya kamera kualitas tinggi,pos,1
ko salah gitu bang,neg,0
kok thumbnailnya rada wkwk,neg,0
realme note bang masa enggak rugi dong,neg,0
nice,pos,1
gw masuk orang yg risih benda nempel leher kepala gak tarik barang ini,neg,0
dunia aviasi buat mantau terbang sih lebih flightradar udh jamin,neg,0
bagaimana mata minusplus kan hasil tangkap kamera arti alat bagi mata minus ya,neg,0
udah kayak dunia pararel ya,neg,0
seru sih kalau punya ini,pos,1
film kartun the simpson kacamata yg mirip sama vision pro,pos,1
hal moga semua hidup mana teknologi sampe anime sword art online vr mmorpg,neg,0
aagh jaman batu sosialisasi manusia udah hancur kok lo aja yg gk terima perkmbangan teknologi,pos,1
bang cuba yg murah vr yg yg bagus ga,neg,0
xiomi bang,neg,0
kayak idup lu,neg,0
gel gak sih kalo pakenya lama,neg,0
syukur lewat jaaman pc os dos disket jaman lahir vr ini,pos,1
emg beda coret orang designer mah,neg,0
dji osmo pocket,neg,0
thumbnailnya,neg,0
hi,pos,1
produk china ny mungkin tengah harga,pos,1
rem banget bayangin kalo seluruh dunia pake ituu ihhh gua mah gak minat beli sama sekali meski mampu buat beli sereeemm,neg,0
hadir sukabumi jawa barat,neg,0
kayak ga bakal gantiin hp,neg,0
ingat tren game pokemon,neg,0
wkwkw yg punya quest dg harga x lipat lebih murah,pos,1
pertama hahaha,neg,0
dulu pesan ortu jgn nton tv deketdeket mata rusaksekarang layar depan matateknologi ubah segalanyamantap bang,neg,0
angkt apple vision pro milik fitur kamera batas,neg,0
harga makin gk masuk akal di indo,neg,0
kla project video klip romansa udah pake dr tahun,neg,0
review redmi note,neg,0
pertama bang,neg,0
gadget gak angkt anggap norak,neg,0
ngga tau berapa,neg,0
karena teknologi saya di kira orang aneh,neg,0
test sambil welding bang silau gak,neg,0
gadget manfaat angkt anggap sepele banget,pos,1
gadget canggih jadi makin kece berkat angkt,pos,1
apple vision pro gabung indah teknologi angkt,neg,0
coba kalo di modifikasi kek kacamata lebih ramping,pos,1
x ngakak liat thumbnail anjerlahwkwkwkwkwkkwkwkkwkw,neg,0
kalo uang jt mending operasi lasik aja sih wkwkwkwk,pos,1
apple vision pro gabung indah teknologi angkt,neg,0
angkt jadi tonggak penting kembang gadget,pos,1
alphacraftlu bawa bantal hari leher tetep gel lah,neg,0
ini aja tentu kebel juga,neg,0
apakah vision pro ramah mata juling,neg,0
jaman makin maju penggrmbala domba lomba lomba bangun gedung cakar langit,neg,0
main pubg dong,neg,0
main pokemon go seru tuh kayak,neg,0
kyknya ikbal dah pake seragam lion parcel ahahahah dri sisi samping mirip ahahah,neg,0
bang coba tempat keramaianpasar,neg,0
klo mata minus apa sesuai,neg,0
cara pesan nya tlg mhon imfo dan minta no wa nya,pos,1
angkt apa lebih paling kamu suka apple vision pro,neg,0
iin velove yup mahal banget,pos,1
kasihan kurir depan pintu nungguin tip bang david sini,pos,1
makin yakin ready player one bakal ter realisasi v,pos,1
slalu hadir bang david,neg,0
sip bg mau nguli dulu saya,pos,1
kami butuh review vivo realme redmi banggg daviddddd,neg,0
ikbal sekarang kerja rangkap jadi kang paket,pos,1
klo pake pas wik wik muka ganti gak,pos,1
ou iya bang telpon zoom meeting liat pov sisi mas iqbal mas davidnya cuma liat mata aja kena tengah badan,neg,0
keren sih harga juta dengar dengar beli orang kaya yg gaji atas juta per bulan,pos,1
buat maen pokemon go bagus kek,pos,1
mungkin jadi one hit wonder aja,neg,0
dulu windows hololens muncul waktu era windows gagal,neg,0
apakah sama pake apple vision liat apa liat,pos,1
nanti tahun ukur kecil tinggal tempelatau bentuk kacamata tipis munkin gatu jg sih tpi komputer dulu kapasitor aja gede gaban skarang chip komputer setip kecil gua ngomong apa ia,neg,0
sao ordinal scale bakal yakin aku,pos,1
cep gercep,neg,0
masa lu suruh si alloh yg bikin hp mobil pesawat,neg,0
itu tembus pandang bang asli,pos,1
tes mata minus butawarna,neg,0
saya mikirnya fitur tembus pandang mungkin bakal oke sih,pos,1
angkt apple vision pro punya cepat prosesor luar biasa,pos,1
interaksi langsung sama manusia bakal jauh lebih kurang kali masa depansekarang aja klo kumpul udh asik sendiri hpapalagi vr edar luasbutinilah masa depan,pos,1
klik cubit,neg,0
info loker dong kawan buat jakarta timur supir jg boleh,neg,0
main ml bang,neg,0
gaya nih microfonnya unik tempel dada kotak kecil antimainstrem loh suka beda samasama aja nggak spesial,neg,0
vision pro gak buat sholat fix,pos,1
bang david coba deh buat main billiard real ga si vision pro nya kasih macam map ngarahin bola kalo bakal cheat banget sih wkwk,pos,1
tinggal nunggu game game vr yg gak pake kontroller,pos,1
pixel cipta tuhan lensa mata blm tanding nya brti ya,pos,1
kyk slf pas akhir,pos,1
makin kesini teknologi manusia makin ky orang gil yaa,pos,1
kurir kok mirip iqbal,neg,0
redmi bang redmi bang,neg,0
bang coba main pubg ml plis,pos,1
fitur augma sao,neg,0
main honkai star rail pake vision pro enak,pos,1
pertama,neg,0
buat yg mata rabun gimana jelas lihat,neg,0
kata bom bisa,neg,0
game yu gi jadi game wajib sih apple vision pro ini,pos,1
bikin konten kek gin budgetnya mahal banget kali ya,pos,1
bang coba tes main game,pos,1
bisa main game gak sih bg dvid cerah,pos,1
minus nya pake qris pas input password tau sama orang,neg,0
arti gk cocok buat pendping driver ojol soal trackingnya wah gitu,pos,1
liat kaya kaku gitu gambar nya coba tonton trailer apple nya,neg,0
nonton jav jav asik nih,pos,1
dulu duduk dekat tv main game liat layar gak bole mata rusak sekarang layar jadi kacamata besok layar nempel jadi softlense bhay mata,neg,0
liat apple vision pro serasa dejavu metaverse,pos,1
pertama,neg,0
angkt apple vision pro milik fiturfitur andal,pos,1
bang coba visor juga,pos,1
edwarpratama tau,neg,0
kirain apa yg kirim dri palembang,neg,0
apple vision pro samsung gear vr collabs oculus glasses xtended reality produce end of xiaomi mijia glasses camera google g glass facebook meta inc oculus meta quest collabs rayban stories rayban wayfarer baidu chinas search engine baidu eye prototype published in collabs qualcomm deepfine aron openai chatgpt solos air go bose north focals brilliant labs singapore noa frame,neg,0
gokil,neg,0
masih culun nih apple coba bikin mesin cetak uang laku keras manfaat seluruh masyarakat dunia,pos,1
bang mind blowing apple vision pro saling integrasi satu yg sama apple vision pro buat kerja bareng main bareng satu aplikasi jadi sangat tarik sekali,pos,1
bang review tecno pro,neg,0
malah kayak orang gila ya,neg,0
angkt bikin gadget canggih jadi lebih epic,neg,0
keren apple vision emang wait mau nnton dlu,pos,1
hallo,pos,1
hallo jg guys,pos,1
bang mon maap kalo misal mata jereng juling pake auto klik ga soal kan vision pro ngebacanya pake retina mata,neg,0
cobain genshin bang,neg,0
maklum banyak minus karna keluar pertama mungkin depan nya lebih baik,neg,0
tidak pakai telpon videocall mungkin takut orang sedang setir bahaya banget alih pandang kendara telpon biasa aja waktu setir aja larang bang uunya,neg,0
anjay ngakak aku pas salah ngambil kira mouse,neg,0
apple vision pro gimana kualitas audio angkt,pos,1
pertama moga bisa ke beli satu truk,pos,1
bisa dipake buat maen ml ga bang,pos,1
mang david yg zoom td lawan yg disna ngeliat gmn ya,pos,1
pertama,neg,0
sedikit ribet kurang satset,neg,0
turut segala gadget baru selalu bang dafidgadgetin yg lebihduluan up youtubber di indonesia,neg,0
apple vision pro jadi fotografi lebih hidup angkt,neg,0
gadget canggih sekarang makin wow pake angkt,pos,1
iqbal jadi kurir,neg,0
mantap solusi minus kacamata udah besar,pos,1
gua yakin satu tahun banyak brand mulai ngikut,pos,1
ikut gila,neg,0
mantep nih semua autis waktu,neg,0
bang coba kolab sama yg review apple vision pro bang,pos,1
thumbnail nya kayak orang habis nge lem bang,neg,0
wah menit yg lalu,pos,1
waifu jadi nyata tuhhh,pos,1
gadget angkt benerbener gak ngaruh,neg,0
ribet cok,neg,0
beli mana bang,neg,0
bang bikin review hp real men pro g,pos,1
nyata iron man nyata tahun mungkin dunia nyata punah,neg,0
gilak pusing nontonnya gadget paling gak turut gw,neg,0
tp geter geter kamera,neg,0
bang david review samsung galaxy fit dongg,pos,1
apple vision pro layak jadi investasi angkt,neg,0
salfok sama gerakin mose,pos,1
masa depan udah depan mata makin kesini semua jadi mudah,neg,0
angkt gak suka sama teknologi gadget guna,pos,1
useless,neg,0
angkt apple vision pro punya kerja stabil,pos,1
apple vision pro bawa fotografi level ikut angkt,neg,0
bg coba reviaw oppo reno f g,pos,1
pake maen twitter makin asikk njir explor,pos,1
apple vision pro worth it ga sih harga angkt,pos,1
main genshin nya kapan bang,neg,0
nunggu merek china copy paste harga juta,pos,1
